,sequence,drug,unobstructed,h_bond_bridging,orthogonal_planes
213,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
214,FC(F)(I)C(F)(F)I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
215,FC1=C(F)C(F)=C2C(F)=C(F)C(F)=C(F)C2=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
216,C1=CC=C(C2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
217,C1=CC=C2C(=C1)C1=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
218,C1CSC2=C(S1)SC(=C1SC3=C(SCCS3)S1)S2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
219,CC1=CC(=C(C#N)C#N)C(C)=CC1=C(C#N)C#N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
220,N#CC(C#N)=C1C=C(Cl)C(=C(C#N)C#N)C=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
221,C1COC2=C(O1)SC(=C1SC3=C(OCCO3)S1)S2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
222,O=C(O)C1=CC=CC([N+](=O)[O-])=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
223,O=C(O)C1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
224,NC(=O)C1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
225,C(#CC1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
226,FC1=C(F)C(F)=C(C#CC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
227,FC(F)(F)C1=CC(Br)=C2N=C(C3=CC=C(Cl)C=C3)C=NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
228,FC(F)(F)C1=CC(Br)=C2N=CC(C3=CC=C(Cl)C=C3)=NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
229,C1=CN=C(N=NC2=NC=C(NC3=NC=CC=N3)C=N2)N=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
230,C1=CNC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,1
231,O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
232,CC(=O)N1C=C(C)C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
233,CCN1C=NC2=C(N)N=CN=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
234,CC12CC(C)(CC(C)(C(=O)NC3=CC=CC4=CC=CN=C34)C1)C(=O)NC2=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
235,CC(C)CC(NS(=O)(=O)C(F)(F)F)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
236,CC(C)(C)C1=CC2=C(OC(NC3=CC(Cl)=CC4=C3OC3(C(=O)NC5=CC=CC=N5)C(CC5=CC=CC=C5C3O)C4)=N2)C(C(C)(C)C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
237,CC12CC3=C(CC1CCC1C2CCC2(C)C1CCC2(C)O)NN=C3,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
238,CC12CC3=CNN=C3CC1CCC1C2CCC2(C)C1CCC2(C)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
239,CCNCC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
240,CC1(C)C2CCC1(C)C(O)(C#CC#CC1(O)CC3CCC1(C)C3(C)C)C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
241,O=C(O)C(O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
242,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1OCCOCCOC1=CC=CC=C1P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
243,C#CC1(O)C2=CC=CC(Cl)=C2C(O)(C#C)C2=CC=CC(Cl)=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
244,CCC(C(=O)[O-])[N+]12CCC(CC1)CC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
245,NC1=NC(C2=CSC(N)=N2)=CS1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
246,C1=NC=CC(C2=NN=C(C3=CC=NC=C3)O2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
247,CCOC1=CC=CC=C1C1C(C(=O)O)C(C2=CC=CC=C2OCC)C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
248,CCOC1=CC=CC=C1C=CC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
249,C1=CC=C2N=C3C=CC=CC3=CC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
250,CN(C(=O)N(C)C1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
251,[NH3+]CC(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
252,C#CC1=CC=C(C#C)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
253,CC(=O)C1=CC=CC(C(C)=O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
254,O=CC1=CC=C(C=O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
255,O=C(O)C1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
256,C1=NC=CC(SSC2=CC=NC=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
257,O=C(O)COC1=CC=C(OCC(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
258,O=C(O)C1CC(C(=O)O)C(C(=O)O)C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
259,O=C(O)C1=CN=CC(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
260,COC(=O)C1=CC(O)=C(O)C(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
261,CN1SC(Cl)=CC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
262,O=C(CC1=CC=CC2=C1N=NN2)C1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
263,O=C(CC1=CC=CC2=C1NN=N2)C1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
264,O=C1C(=CC2=CC=NC=C2)CCCC1=CC1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
265,O=C(O)C1=CC=CC(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
266,COC1=CC(C=CC(=O)C=C(O)C=CC2=CC=C(O)C(OC)=C2)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
267,OC1=CC=CC(O)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
268,CC(=CC=C(C)C(=O)O)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
269,C1=CC=C2C=C(CSC3=CC=NC=C3)C(CSC3=CC=NC=C3)=CC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
270,C1=CC2=CC=CC(C3=CC=NC=C3)=C2C(C2=CC=NC=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
271,CC(=CC1C(C=C(C)C(=O)O)C(C)(C(=O)O)C1(C)C(=O)O)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
272,CN(C)C(=O)C=CC(=O)N(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
273,S=C1NCC2=CC=C(C=C2)CNC(=S)C2=CC=CC(=N2)C(=S)NCC2=CC=C(C=C2)CNC(=S)C2=CC=CC1=N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
274,CN(C)C(=O)CCC(=O)N(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
275,C1=CC=C2C(=C1)C=NC1=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
276,FC1=CC(F)=CC(C#CI)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
277,C1=COC(C2=CC=C(C3=CC=NC=C3)S2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
278,O=[N+]([O-])C1=CC(C#CI)=CC([N+](=O)[O-])=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
279,C1=CSC(C2=CC=C(C3=CC=NC=C3)S2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
280,FC1=C(F)C(F)=C(I)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
281,C1=CC=C2C(=C1)C=CC1=CN=NN12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
282,O=C(O)CCCCC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
283,FC1=C(I)C(F)=C(I)C(F)=C1I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
284,C1=CC2=CN=NN2C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
285,OC1=CC=C(Cl)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
286,C1CN2CN3CN1CN(C2)C3,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
287,CC1=CC(O)=CC(C)=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
288,O=C(O)CCSC1=CC(=O)C(=O)C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
289,O=C(O)C1=CC=CC=C1SSC1=CC=CC=C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
290,CC1=NC2=CC=C(C(=O)C3=CC=CC=C3)C=C2N=C1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
291,CC(=NO)C(C)=NO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
292,O=C(NC1=CC=CC=C1)NC1=CC=CC2=NC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
293,NC1=CC=CC2=CC=CN=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
294,O=C(O)C1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
295,O=C1NC=NC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
296,CC1=C(SCC(=O)O)C(=O)C2=CC=CC=C2C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
297,O=C(O)CN1C(=O)C2=CC=CC=C2C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
298,O=C(O)C1CCCCC1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
299,C1=CC=C2SC=NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
300,O=[N+]([O-])C1=CC=C(O)C([N+](=O)[O-])=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
301,O=C([O-])C[NH+]1CCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
302,O=C(O)C=CC1=CSC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
303,BrCCCCCCBr,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
304,CN1C(=NN)SC2=C1C=C1C(=C2)SC(=NN=C2SC3=CC=CC=C3N2C)N1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
305,O=CN1CCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
306,NC1=CC=C(S(=O)(=O)N=C2NC=CS2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
307,FC1=C(F)C(Br)=C(F)C(F)=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
308,C1=CC=C(C2=CN=C(C3=CC=CC=C3)O2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
309,O=C(O)C1=C(F)C(F)=C(C(=O)O)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
310,FC1=C(F)C(C2=C(F)C(F)=C(Br)C(F)=C2F)=C(F)C(F)=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
311,NC(CCCC[NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
312,CC(C)(CO)C(O)C(=O)NCCC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
313,OC1CCCCC1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
314,C[N+]1([O-])CCOCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
315,CC(C)(C)C1=CC(C2=CN(CP(=O)(C3=CC=CC=C3)C3=CC=CC=C3)N=N2)=CC(C(C)(C)C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
316,C1=CC2=NC(=C1)C1=NC(=CC=C1)CCCC1=CC=C(C=C1)OCCCCOC1=CC=C(C=C1)CCC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
317,O=P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
318,CC(C)(OO)OO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
319,N#CC1=CC=C(C2=CC=C(C#N)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
320,O=[N+]([O-])C1=CC=C(C2=CC=C([N+](=O)[O-])C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
321,CCCCCCC(NS(=O)(=O)C1=CC=C(C)C=C1)C1=CNC(C2=CC=CC=C2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
322,CCCCCCC(NS(=O)(=O)C1=CC=C(C)C=C1)C1=CN=C(C2=CC=CC=C2)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
323,CC(C)C1=CC(=O)N(C2=CC=CC=C2)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
324,CC(C)C1=NN(C2=CC=CC=C2)C(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
325,C1=CC=C2C(=C1)SC1=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
326,COC1=CC2=C(C=C1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
327,C#CC(O)(C1=CC=CC=C1)C1=CC=CC=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
328,CCOP(=O)(OCC)C(C)=C(C=CC1=CC=C([N+](=O)[O-])C=C1)C(F)(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
329,O=[N+]([O-])C1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
330,O=C1C=CC(=O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
331,NC1=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
332,ClC1=CC=C(C2=NN(C3=NC([N+]4=CN=CC=N4)=C([C-]4C=CC=C4)S3)C(C3=CC=C(Cl)C=C3)C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
333,ClC1=CC=C(C2=NN(C3=NC(C4=CC=CC=C4)=C(N4C=NC=N4)S3)C(C3=CC=C(Cl)C=C3)C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
334,C[N+]1(CC(=O)[O-])CCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
335,C1=CC=C2SC(=C3SC4=CC=CC=C4S3)SC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
336,NC1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
337,NC(=S)NNC(=O)C1=CC=CC=C1N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
338,NC(=S)NNC(=O)C1=NSN=C1N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
339,CCN1C(Br)=NC2=C(N)N=CN=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
340,CCC1(C2=CC=CC=C2)C(=O)NC(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
341,CCC1(CC)C(=O)NC(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
342,NC1=CC=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
343,CN(C)P(=O)(N(C)C)N(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
344,CN1C=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
345,CN1C=CC=CC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
346,NC1=NC2=CC=C(Br)C=C2S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
347,CC1=CC=C2C=CC=CC2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
348,CCC1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
349,CCC1CCCCN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
350,O=C(NC1=CC=C(NC(=O)C(O)C2=CC=CC=C2)C=C1)C(O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
351,OC12OC3CC1C(C3Br)C2(Cl)Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
352,O=C1C2CC(O)C(Br)C2C1(Cl)Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
353,CN1C(=O)CN=C(C2=CC=CC=C2)C2=CC(Br)=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
354,OC(O)C(Cl)(Cl)Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
355,O=C1C(Br)=CC(=C2C=C(Br)C(=O)C(Br)=C2)C=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
356,COC1=C(OC)C(OC)=CC(C=CC2=CC(C=CC3=CC(OC)=C(OC)C(OC)=C3)=CC(C=CC3=CC(OC)=C(OC)C(OC)=C3)=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
357,CC(=O)C(C)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
358,CC1=CC=C(S(=O)(=O)NC(CCC(=O)O)C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
359,NC1=NC(=O)NC=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
360,O=C(C=CC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
361,COC1=CC(C(=O)O)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
362,COC1=CC=C(C(=O)C=CC2=CC=C3C=CC4=CC=CC5=CC=C2C3=C45)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
363,NC1=CC=C([N+](=O)[O-])C=C1N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
364,O=C(O)C1=CC=C(O)C=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
365,CC(C)=NNC(=O)C1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
366,O=C1C(C2=CC=CC=C2)=C([O-])N(C2=CC=CC=C2)C(C2=CC=CC=C2)=[N+]1C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
367,O=C1C(C2=CC=CC=C2)=C([O-])[N+](C2=CC=CC=C2)=C(C2=CC=CC=C2)N1C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
368,CCOC1=C(OCC)C(=O)C(=C(C#N)C#N)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
369,CC(CCC(N)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
370,CCC(O)CC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
371,CC(CCC1CC1(C)C)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
372,CC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,1
373,CC1=CC(OCC2=CC=CC(Cl)=C2)=CC(=O)O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
374,NC(=O)OC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
375,C(C=CC1=CC=NC=C1)=CC1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
376,C(=CC=CC1=CC=NC=C1)C=CC1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
377,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC(Cl)=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
378,CC(O)=C1C(=O)C=C2OC3=C(C4=CSC(C5=CC=CC=C5)=N4)C(O)=C(C)C(O)=C3C2(C)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
379,CC(=O)C1=C(O)C=C2OC3=C(C4=CSC(C5=CC=CC=C5)=N4)C(O)=C(C)C(O)=C3C2(C)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
380,CC1=C(C(=O)C2=CC=CC=C2)SC2=CC=CC=C2N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
381,CC1=NC2=CC=CC=C2S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
382,BrC(Br)=C(Br)Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
383,OC1=CC=C(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
384,CC(C)=NNC(N)=S,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
385,C[N+]1=C(C=C(C#N)C2=CC=C([C-](C#N)C#N)C=C2)C(C)(C)C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
386,CC(C)CC([NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
387,CCC([NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
388,CCCC([NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
389,CSCCC([NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
390,CC(C)C([NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
391,O=C(O)C12CCCC(C(=O)O)(C1)C(C1CC1)(C1CC1)O2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
392,C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
393,IC(I)=C(I)I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
394,CN(C)C1=NC=NC2=C1N=CN2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
395,CC1=C([NH+]=C(C2=CC=CC=C2)N(C)[O-])C(C)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
396,CC1=C(N=C(C2=CC=CC=C2)N(C)O)C(C)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
397,C1CCC2=C(C1)SC(=C1SC3=C(CCCC3)S1)S2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
398,COC(=O)C1=CC2=C(C=C1C(=O)OC)OCC1=CC3=C(C=C1CO2)COC1=C(OC3)C2=CC=CC=C2C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
399,COC(=O)C1=CC=C2OCC3=CC4=C(C=C3COC2=C1)COC1=C(OC4)C2=CC=CC=C2C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
400,C(=CC1=CC=CN=C1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
401,NC1=CC=C(S(=O)(=O)NC2=CC=CC=N2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
402,NC1=CC=C(S(=O)(=O)N=C2C=CC=CN2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
403,CN1C2CCCC1CC(OC(=O)NC1=NC3=CC=CC=C3N1)C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
404,[C],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
405,C(#CC1=CC=C(C#CC2=CC=CC=C2)C=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
406,FC1=C(F)C(F)=C(C#CC2=C(F)C(F)=C(C#CC3=C(F)C(F)=C(F)C(F)=C3F)C(F)=C2F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
407,O=C1CC2C3CC(CN2C=C1Br)C1CCCCN1C3,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
408,O=C1CCC(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
409,CC([NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
410,CC(OC1=CC=CC=C1)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
411,CC1(C)CC(C)(C2=CC=C(O)C=C2)C2=CC=CC=C2O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
412,CC1(C)CC(C)(C2=CC=C(O)C=C2)C2=CC=CC=C2S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
